confCase,confCaseRate,createDt,criticalRate,death,deathRate,gubun,seq
1927,3.39,2020-12-27,0,0,0,0s,5697
3544,6.23,2020-12-27,0,0,0,10s,5696
9281,16.32,2020-12-27,0,0,0,20s,5695
7226,12.71,2020-12-27,0.04,3,0.37,30s,5694
8033,14.12,2020-12-27,0.09,7,0.87,40s,5693
10648,18.72,2020-12-27,0.28,30,3.71,50s,5692
8939,15.72,2020-12-27,1.05,94,11.63,60s,5691
4472,7.86,2020-12-27,5.28,236,29.21,70s,5690
2802,4.93,2020-12-27,15.63,438,54.21,80 over,5689
29301,51.52,2020-12-27,1.35,397,49.13,female,5688
27571,48.48,2020-12-27,1.49,411,50.87,male,5687
1891,3.38,2020-12-26,0,0,0,0s,5675
3483,6.23,2020-12-26,0,0,0,10s,5674
9170,16.4,2020-12-26,0,0,0,20s,5673
7095,12.69,2020-12-26,0.04,3,0.38,30s,5672
7874,14.09,2020-12-26,0.09,7,0.88,40s,5671
10457,18.71,2020-12-26,0.29,30,3.78,50s,5670
8760,15.67,2020-12-26,1.05,92,11.6,60s,5669
4411,7.89,2020-12-26,5.3,234,29.51,70s,5668
2761,4.94,2020-12-26,15.47,427,53.85,80 over,5667
28802,51.52,2020-12-26,1.35,389,49.05,female,5666
27100,48.48,2020-12-26,1.49,404,50.95,male,5665
1844,3.37,2020-12-25,0,0,0,0s,5653
3403,6.21,2020-12-25,0,0,0,10s,5652
9042,16.51,2020-12-25,0,0,0,20s,5651
6948,12.69,2020-12-25,0.04,3,0.39,30s,5650
7695,14.05,2020-12-25,0.09,7,0.91,40s,5649
10248,18.71,2020-12-25,0.29,30,3.88,50s,5648
8589,15.68,2020-12-25,1.05,90,11.64,60s,5647
4321,7.89,2020-12-25,5.25,227,29.37,70s,5646
2680,4.89,2020-12-25,15.52,416,53.82,80 over,5645
28235,51.55,2020-12-25,1.36,383,49.55,female,5644
26535,48.45,2020-12-25,1.47,390,50.45,male,5643
1797,3.36,2020-12-24,0,0,0,0s,5631
3337,6.23,2020-12-24,0,0,0,10s,5630
8886,16.6,2020-12-24,0,0,0,20s,5629
6778,12.66,2020-12-24,0.04,3,0.4,30s,5628
7499,14.01,2020-12-24,0.08,6,0.79,40s,5627
10010,18.7,2020-12-24,0.29,29,3.84,50s,5626
8375,15.64,2020-12-24,1.07,90,11.9,60s,5625
4235,7.91,2020-12-24,5.29,224,29.63,70s,5624
2616,4.89,2020-12-24,15.44,404,53.44,80 over,5623
27768,51.87,2020-12-24,1.35,376,49.74,female,5622
25765,48.13,2020-12-24,1.47,380,50.26,male,5621
1715,3.33,2020-12-22,0,0,0,0s,5587
3206,6.23,2020-12-22,0,0,0,10s,5586
8657,16.82,2020-12-22,0,0,0,20s,5585
6518,12.67,2020-12-22,0.06,4,0.55,30s,5584
7223,14.04,2020-12-22,0.08,6,0.83,40s,5583
9582,18.62,2020-12-22,0.3,29,4.02,50s,5582
8015,15.58,2020-12-22,1.1,88,12.19,60s,5581
4065,7.9,2020-12-22,5.19,211,29.22,70s,5580
2479,4.82,2020-12-22,15.49,384,53.19,80 over,5579
26708,51.9,2020-12-22,1.34,357,49.45,female,5578
24752,48.1,2020-12-22,1.47,365,50.55,male,5577
1684,3.33,2020-12-21,0,0,0,0s,5565
3150,6.23,2020-12-21,0,0,0,10s,5564
8552,16.9,2020-12-21,0,0,0,20s,5563
6414,12.68,2020-12-21,0.05,3,0.43,30s,5562
7099,14.03,2020-12-21,0.08,6,0.86,40s,5561
9402,18.58,2020-12-21,0.31,29,4.15,50s,5560
7883,15.58,2020-12-21,1.07,84,12.03,60s,5559
3979,7.87,2020-12-21,5.13,204,29.23,70s,5558
2428,4.8,2020-12-21,15.32,372,53.3,80 over,5557
26262,51.91,2020-12-21,1.29,340,48.71,female,5556
24329,48.09,2020-12-21,1.47,358,51.29,male,5555
1638,3.3,2020-12-20,0,0,0,0s,5543
3105,6.25,2020-12-20,0,0,0,10s,5542
8455,17.02,2020-12-20,0,0,0,20s,5541
6297,12.68,2020-12-20,0.03,2,0.3,30s,5540
6975,14.04,2020-12-20,0.09,6,0.89,40s,5539
9207,18.54,2020-12-20,0.3,28,4.15,50s,5538
7722,15.55,2020-12-20,1.05,81,12.02,60s,5537
3892,7.84,2020-12-20,5.14,200,29.67,70s,5536
2374,4.78,2020-12-20,15.04,357,52.97,80 over,5535
25797,51.94,2020-12-20,1.28,329,48.81,female,5534
23868,48.06,2020-12-20,1.45,345,51.19,male,5533
1591,3.28,2020-12-19,0,0,0,0s,5532
3035,6.25,2020-12-19,0,0,0,10s,5531
8318,17.13,2020-12-19,0,0,0,20s,5530
6155,12.67,2020-12-19,0.03,2,0.3,30s,5529
6823,14.05,2020-12-19,0.09,6,0.91,40s,5528
8974,18.48,2020-12-19,0.31,28,4.25,50s,5527
7534,15.51,2020-12-19,1.02,77,11.68,60s,5526
3813,7.85,2020-12-19,5.22,199,30.2,70s,5525
2327,4.79,2020-12-19,14.91,347,52.66,80 over,5524
25325,52.14,2020-12-19,1.26,320,48.56,female,5523
23245,47.86,2020-12-19,1.46,339,51.44,male,5522
1558,3.28,2020-12-18,0,0,0,0s,5499
2969,6.25,2020-12-18,0,0,0,10s,5498
8183,17.22,2020-12-18,0,0,0,20s,5497
6044,12.72,2020-12-18,0.03,2,0.31,30s,5496
6669,14.04,2020-12-18,0.09,6,0.93,40s,5495
8754,18.42,2020-12-18,0.3,26,4.03,50s,5494
7358,15.49,2020-12-18,1.05,77,11.94,60s,5493
3730,7.85,2020-12-18,5.28,197,30.54,70s,5492
2250,4.74,2020-12-18,14.98,337,52.25,80 over,5491
24744,52.08,2020-12-18,1.25,309,47.91,female,5490
22771,47.92,2020-12-18,1.48,336,52.09,male,5489
1518,3.27,2020-12-17,0,0,0,0s,5477
2903,6.25,2020-12-17,0,0,0,10s,5476
8060,17.35,2020-12-17,0,0,0,20s,5475
5912,12.73,2020-12-17,0.03,2,0.32,30s,5474
6535,14.07,2020-12-17,0.09,6,0.95,40s,5473
8529,18.36,2020-12-17,0.3,26,4.1,50s,5472
7172,15.44,2020-12-17,1.07,77,12.15,60s,5471
3640,7.84,2020-12-17,5.33,194,30.6,70s,5470
2184,4.7,2020-12-17,15.06,329,51.89,80 over,5469
24166,52.02,2020-12-17,1.25,303,47.79,female,5468
22287,47.98,2020-12-17,1.49,331,52.21,male,5467
1462,3.22,2020-12-16,0,0,0,0s,5455
2849,6.27,2020-12-16,0,0,0,10s,5454
7953,17.5,2020-12-16,0,0,0,20s,5453
5790,12.74,2020-12-16,0.03,2,0.33,30s,5452
6394,14.07,2020-12-16,0.09,6,0.98,40s,5451
8315,18.3,2020-12-16,0.3,25,4.08,50s,5450
6999,15.4,2020-12-16,1.06,74,12.09,60s,5449
3555,7.82,2020-12-16,5.34,190,31.05,70s,5448
2125,4.68,2020-12-16,14.82,315,51.47,80 over,5447
23628,52,2020-12-16,1.25,295,48.2,female,5446
21814,48,2020-12-16,1.45,317,51.8,male,5445
1417,3.19,2020-12-15,0,0,0,0s,5433
2780,6.27,2020-12-15,0,0,0,10s,5432
7800,17.58,2020-12-15,0,0,0,20s,5431
5686,12.82,2020-12-15,0.04,2,0.33,30s,5430
6252,14.09,2020-12-15,0.08,5,0.83,40s,5429
8100,18.26,2020-12-15,0.31,25,4.17,50s,5428
6808,15.35,2020-12-15,1.09,74,12.33,60s,5427
3464,7.81,2020-12-15,5.34,185,30.83,70s,5426
2057,4.64,2020-12-15,15.02,309,51.5,80 over,5425
23106,52.08,2020-12-15,1.26,292,48.67,female,5424
21258,47.92,2020-12-15,1.45,308,51.33,male,5423
1377,3.17,2020-12-14,0,0,0,0s,5411
2726,6.27,2020-12-14,0,0,0,10s,5410
7700,17.71,2020-12-14,0,0,0,20s,5409
5573,12.82,2020-12-14,0.04,2,0.34,30s,5408
6127,14.09,2020-12-14,0.08,5,0.85,40s,5407
7949,18.28,2020-12-14,0.31,25,4.26,50s,5406
6676,15.35,2020-12-14,1.08,72,12.27,60s,5405
3385,7.78,2020-12-14,5.41,183,31.18,70s,5404
1971,4.53,2020-12-14,15.22,300,51.11,80 over,5403
22641,52.07,2020-12-14,1.26,285,48.55,female,5402
20843,47.93,2020-12-14,1.45,302,51.45,male,5401
1346,3.15,2020-12-13,0,0,0,0s,5389
2672,6.25,2020-12-13,0,0,0,10s,5388
7602,17.78,2020-12-13,0,0,0,20s,5387
5500,12.86,2020-12-13,0.04,2,0.34,30s,5386
6006,14.04,2020-12-13,0.08,5,0.86,40s,5385
7811,18.26,2020-12-13,0.32,25,4.31,50s,5384
6568,15.36,2020-12-13,1.07,70,12.07,60s,5383
3336,7.8,2020-12-13,5.4,180,31.03,70s,5382
1925,4.5,2020-12-13,15.48,298,51.38,80 over,5381
22253,52.03,2020-12-13,1.27,283,48.79,female,5380
20513,47.97,2020-12-13,1.45,297,51.21,male,5379
1310,3.14,2020-12-12,0,0,0,0s,5367
2598,6.22,2020-12-12,0,0,0,10s,5366
7492,17.95,2020-12-12,0,0,0,20s,5365
5391,12.92,2020-12-12,0.04,2,0.35,30s,5364
5856,14.03,2020-12-12,0.09,5,0.87,40s,5363
7619,18.26,2020-12-12,0.33,25,4.33,50s,5362
6385,15.3,2020-12-12,1.06,68,11.76,60s,5361
3231,7.74,2020-12-12,5.57,180,31.14,70s,5360
1854,4.44,2020-12-12,16.07,298,51.56,80 over,5359
21707,52.01,2020-12-12,1.3,283,48.96,female,5358
20029,47.99,2020-12-12,1.47,295,51.04,male,5357
1258,3.08,2020-12-11,0,0,0,0s,5345
2512,6.16,2020-12-11,0,0,0,10s,5344
7395,18.13,2020-12-11,0,0,0,20s,5343
5277,12.94,2020-12-11,0.04,2,0.35,30s,5342
5714,14.01,2020-12-11,0.09,5,0.87,40s,5341
7445,18.25,2020-12-11,0.34,25,4.37,50s,5340
6237,15.29,2020-12-11,1.09,68,11.89,60s,5339
3162,7.75,2020-12-11,5.63,178,31.12,70s,5338
1786,4.38,2020-12-11,16.46,294,51.4,80 over,5337
21193,51.96,2020-12-11,1.32,280,48.95,female,5336
19593,48.04,2020-12-11,1.49,292,51.05,male,5335
1223,3.05,2020-12-10,0,0,0,0s,5323
2466,6.15,2020-12-10,0,0,0,10s,5322
7310,18.23,2020-12-10,0,0,0,20s,5321
5196,12.96,2020-12-10,0.04,2,0.35,30s,5320
5615,14,2020-12-10,0.09,5,0.89,40s,5319
7320,18.26,2020-12-10,0.34,25,4.43,50s,5318
6137,15.31,2020-12-10,1.06,65,11.52,60s,5317
3100,7.73,2020-12-10,5.71,177,31.38,70s,5316
1731,4.32,2020-12-10,16.75,290,51.42,80 over,5315
20841,51.98,2020-12-10,1.32,275,48.76,female,5314
19257,48.02,2020-12-10,1.5,289,51.24,male,5313
1186,3.01,2020-12-09,0,0,0,0s,5301
2416,6.13,2020-12-09,0,0,0,10s,5300
7230,18.34,2020-12-09,0,0,0,20s,5299
5087,12.9,2020-12-09,0.04,2,0.36,30s,5298
5524,14.01,2020-12-09,0.09,5,0.9,40s,5297
7214,18.29,2020-12-09,0.35,25,4.5,50s,5296
6024,15.28,2020-12-09,1.08,65,11.69,60s,5295
3050,7.73,2020-12-09,5.74,175,31.47,70s,5294
1701,4.31,2020-12-09,16.7,284,51.08,80 over,5293
20518,52.03,2020-12-09,1.31,269,48.38,female,5292
18914,47.97,2020-12-09,1.52,287,51.62,male,5291
1162,3,2020-12-08,0,0,0,0s,5268
2373,6.12,2020-12-08,0,0,0,10s,5267
7167,18.49,2020-12-08,0,0,0,20s,5266
4992,12.88,2020-12-08,0.04,2,0.36,30s,5265
5428,14.01,2020-12-08,0.09,5,0.91,40s,5264
7089,18.29,2020-12-08,0.35,25,4.53,50s,5263
5899,15.22,2020-12-08,1.08,64,11.59,60s,5262
2976,7.68,2020-12-08,5.85,174,31.52,70s,5261
1669,4.31,2020-12-08,16.9,282,51.09,80 over,5260
20176,52.06,2020-12-08,1.32,267,48.37,female,5259
18579,47.94,2020-12-08,1.53,285,51.63,male,5258
1142,2.99,2020-12-07,0,0,0,0s,5246
2340,6.13,2020-12-07,0,0,0,10s,5245
7093,18.59,2020-12-07,0,0,0,20s,5244
4917,12.88,2020-12-07,0.04,2,0.36,30s,5243
5346,14.01,2020-12-07,0.09,5,0.91,40s,5242
6980,18.29,2020-12-07,0.34,24,4.37,50s,5241
5808,15.22,2020-12-07,1.1,64,11.66,60s,5240
2919,7.65,2020-12-07,5.96,174,31.69,70s,5239
1616,4.23,2020-12-07,17.33,280,51,80 over,5238
19856,52.03,2020-12-07,1.33,265,48.27,female,5237
18305,47.97,2020-12-07,1.55,284,51.73,male,5236
1128,3,2020-12-06,0,0,0,0s,5235
2309,6.15,2020-12-06,0,0,0,10s,5234
7009,18.67,2020-12-06,0,0,0,20s,5233
4842,12.9,2020-12-06,0.04,2,0.37,30s,5232
5272,14.04,2020-12-06,0.09,5,0.92,40s,5231
6841,18.22,2020-12-06,0.35,24,4.4,50s,5230
5709,15.21,2020-12-06,1.12,64,11.74,60s,5229
2860,7.62,2020-12-06,6.05,173,31.74,70s,5228
1576,4.2,2020-12-06,17.58,277,50.83,80 over,5227
19539,52.04,2020-12-06,1.35,263,48.26,female,5226
18007,47.96,2020-12-06,1.57,282,51.74,male,5225
1106,3,2020-12-05,0,0,0,0s,5202
2279,6.17,2020-12-05,0,0,0,10s,5201
6937,18.79,2020-12-05,0,0,0,20s,5200
4752,12.87,2020-12-05,0.04,2,0.37,30s,5199
5199,14.08,2020-12-05,0.1,5,0.93,40s,5198
6718,18.2,2020-12-05,0.36,24,4.44,50s,5197
5598,15.16,2020-12-05,1.14,64,11.85,60s,5196
2792,7.56,2020-12-05,6.2,173,32.04,70s,5195
1534,4.16,2020-12-05,17.73,272,50.37,80 over,5194
19247,52.14,2020-12-05,1.35,260,48.15,female,5193
17668,47.86,2020-12-05,1.58,280,51.85,male,5192
1083,2.98,2020-12-04,0,0,0,0s,5180
2227,6.13,2020-12-04,0,0,0,10s,5179
6837,18.82,2020-12-04,0,0,0,20s,5178
4686,12.9,2020-12-04,0.04,2,0.37,30s,5177
5121,14.1,2020-12-04,0.1,5,0.93,40s,5176
6625,18.23,2020-12-04,0.36,24,4.48,50s,5175
5508,15.16,2020-12-04,1.16,64,11.94,60s,5174
2742,7.55,2020-12-04,6.31,173,32.28,70s,5173
1503,4.14,2020-12-04,17.83,268,50,80 over,5172
18952,52.16,2020-12-04,1.36,257,47.95,female,5171
17380,47.84,2020-12-04,1.61,279,52.05,male,5170
1058,2.96,2020-12-03,0,0,0,0s,5158
2181,6.11,2020-12-03,0,0,0,10s,5157
6737,18.87,2020-12-03,0,0,0,20s,5156
4604,12.9,2020-12-03,0.04,2,0.38,30s,5155
5032,14.09,2020-12-03,0.1,5,0.95,40s,5154
6506,18.22,2020-12-03,0.37,24,4.54,50s,5153
5415,15.17,2020-12-03,1.18,64,12.1,60s,5152
2699,7.56,2020-12-03,6.34,171,32.33,70s,5151
1471,4.12,2020-12-03,17.88,263,49.72,80 over,5150
18611,52.13,2020-12-03,1.36,253,47.83,female,5149
17092,47.87,2020-12-03,1.61,276,52.17,male,5148
1027,2.92,2020-12-02,0,0,0,0s,5136
2140,6.09,2020-12-02,0,0,0,10s,5135
6633,18.86,2020-12-02,0,0,0,20s,5134
4536,12.9,2020-12-02,0.04,2,0.38,30s,5133
4939,14.05,2020-12-02,0.08,4,0.76,40s,5132
6411,18.23,2020-12-02,0.37,24,4.56,50s,5131
5340,15.19,2020-12-02,1.2,64,12.17,60s,5130
2672,7.6,2020-12-02,6.32,169,32.13,70s,5129
1465,4.17,2020-12-02,17.95,263,50,80 over,5128
18344,52.17,2020-12-02,1.37,251,47.72,female,5127
16819,47.83,2020-12-02,1.64,275,52.28,male,5126
1008,2.91,2020-12-01,0,0,0,0s,5114
2097,6.05,2020-12-01,0,0,0,10s,5113
6548,18.9,2020-12-01,0,0,0,20s,5112
4447,12.83,2020-12-01,0.04,2,0.38,30s,5111
4860,14.03,2020-12-01,0.08,4,0.76,40s,5110
6312,18.22,2020-12-01,0.38,24,4.56,50s,5109
5283,15.25,2020-12-01,1.21,64,12.17,60s,5108
2649,7.64,2020-12-01,6.38,169,32.13,70s,5107
1448,4.18,2020-12-01,18.16,263,50,80 over,5106
18095,52.22,2020-12-01,1.39,251,47.72,female,5105
16557,47.78,2020-12-01,1.66,275,52.28,male,5104
993,2.9,2020-11-30,0,0,0,0s,5092
2050,5.99,2020-11-30,0,0,0,10s,5091
6466,18.91,2020-11-30,0,0,0,20s,5090
4381,12.81,2020-11-30,0.05,2,0.38,30s,5089
4797,14.03,2020-11-30,0.08,4,0.76,40s,5088
6218,18.18,2020-11-30,0.39,24,4.56,50s,5087
5240,15.32,2020-11-30,1.22,64,12.17,60s,5086
2622,7.67,2020-11-30,6.45,169,32.13,70s,5085
1434,4.19,2020-11-30,18.34,263,50,80 over,5084
17878,52.27,2020-11-30,1.4,251,47.72,female,5083
16323,47.73,2020-11-30,1.68,275,52.28,male,5082
977,2.89,2020-11-29,0,0,0,0s,5070
1996,5.9,2020-11-29,0,0,0,10s,5069
6412,18.96,2020-11-29,0,0,0,20s,5068
4349,12.86,2020-11-29,0.05,2,0.38,30s,5067
4759,14.07,2020-11-29,0.08,4,0.76,40s,5066
6142,18.16,2020-11-29,0.39,24,4.59,50s,5065
5183,15.32,2020-11-29,1.22,63,12.05,60s,5064
2598,7.68,2020-11-29,6.47,168,32.12,70s,5063
1408,4.16,2020-11-29,18.61,262,50.1,80 over,5062
17657,52.2,2020-11-29,1.41,249,47.61,female,5061
16167,47.8,2020-11-29,1.69,274,52.39,male,5060
959,2.87,2020-11-28,0,0,0,0s,5048
1959,5.87,2020-11-28,0,0,0,10s,5047
6319,18.93,2020-11-28,0,0,0,20s,5046
4284,12.84,2020-11-28,0.05,2,0.38,30s,5045
4690,14.05,2020-11-28,0.09,4,0.77,40s,5044
6060,18.16,2020-11-28,0.4,24,4.6,50s,5043
5137,15.39,2020-11-28,1.23,63,12.07,60s,5042
2572,7.71,2020-11-28,6.49,167,31.99,70s,5041
1395,4.18,2020-11-28,18.78,262,50.19,80 over,5040
17441,52.26,2020-11-28,1.43,249,47.7,female,5039
15934,47.74,2020-11-28,1.71,273,52.3,male,5038
946,2.88,2020-11-27,0,0,0,0s,5026
1922,5.84,2020-11-27,0,0,0,10s,5025
6251,19.01,2020-11-27,0,0,0,20s,5024
4212,12.81,2020-11-27,0.05,2,0.39,30s,5023
4598,13.98,2020-11-27,0.09,4,0.78,40s,5022
5982,18.19,2020-11-27,0.4,24,4.65,50s,5021
5055,15.37,2020-11-27,1.23,62,12.02,60s,5020
2542,7.73,2020-11-27,6.57,167,32.36,70s,5019
1379,4.19,2020-11-27,18.64,257,49.81,80 over,5018
17199,52.3,2020-11-27,1.42,245,47.48,female,5017
15688,47.7,2020-11-27,1.73,271,52.52,male,5016
925,2.86,2020-11-26,0,0,0,0s,5004
1882,5.82,2020-11-26,0,0,0,10s,5003
6165,19.08,2020-11-26,0,0,0,20s,5002
4127,12.77,2020-11-26,0.05,2,0.39,30s,5001
4499,13.92,2020-11-26,0.09,4,0.78,40s,5000
5865,18.15,2020-11-26,0.41,24,4.66,50s,4999
4987,15.43,2020-11-26,1.24,62,12.04,60s,4998
2515,7.78,2020-11-26,6.64,167,32.43,70s,4997
1353,4.19,2020-11-26,18.92,256,49.71,80 over,4996
16942,52.42,2020-11-26,1.44,244,47.38,female,4995
15376,47.58,2020-11-26,1.76,271,52.62,male,4994
904,2.85,2020-11-25,0,0,0,0s,4982
1825,5.75,2020-11-25,0,0,0,10s,4981
6040,19.03,2020-11-25,0,0,0,20s,4980
4044,12.74,2020-11-25,0.05,2,0.39,30s,4979
4406,13.88,2020-11-25,0.09,4,0.78,40s,4978
5770,18.18,2020-11-25,0.42,24,4.68,50s,4977
4915,15.49,2020-11-25,1.26,62,12.09,60s,4976
2487,7.84,2020-11-25,6.63,165,32.16,70s,4975
1344,4.24,2020-11-25,19.05,256,49.9,80 over,4974
16656,52.48,2020-11-25,1.46,244,47.56,female,4973
15079,47.52,2020-11-25,1.78,269,52.44,male,4972
893,2.85,2020-11-24,0,0,0,0s,4960
1794,5.72,2020-11-24,0,0,0,10s,4959
5988,19.1,2020-11-24,0,0,0,20s,4958
3983,12.7,2020-11-24,0.05,2,0.39,30s,4957
4331,13.81,2020-11-24,0.09,4,0.78,40s,4956
5698,18.17,2020-11-24,0.42,24,4.71,50s,4955
4869,15.53,2020-11-24,1.25,61,11.96,60s,4954
2463,7.86,2020-11-24,6.62,163,31.96,70s,4953
1334,4.25,2020-11-24,19.19,256,50.2,80 over,4952
16480,52.56,2020-11-24,1.47,242,47.45,female,4951
14873,47.44,2020-11-24,1.8,268,52.55,male,4950
877,2.83,2020-11-23,0,0,0,0s,4919
1776,5.73,2020-11-23,0,0,0,10s,4918
5921,19.1,2020-11-23,0,0,0,20s,4917
3930,12.68,2020-11-23,0.05,2,0.39,30s,4916
4271,13.78,2020-11-23,0.09,4,0.79,40s,4915
5638,18.18,2020-11-23,0.43,24,4.72,50s,4914
4826,15.57,2020-11-23,1.26,61,11.98,60s,4913
2438,7.86,2020-11-23,6.69,163,32.02,70s,4912
1327,4.28,2020-11-23,19.22,255,50.1,80 over,4911
16321,52.64,2020-11-23,1.48,242,47.54,female,4910
14683,47.36,2020-11-23,1.82,267,52.46,male,4909
854,2.78,2020-11-22,0,0,0,0s,4897
1755,5.71,2020-11-22,0,0,0,10s,4896
5880,19.13,2020-11-22,0,0,0,20s,4895
3889,12.65,2020-11-22,0.05,2,0.4,30s,4894
4222,13.74,2020-11-22,0.09,4,0.79,40s,4893
5588,18.18,2020-11-22,0.41,23,4.55,50s,4892
4806,15.64,2020-11-22,1.27,61,12.08,60s,4891
2421,7.88,2020-11-22,6.65,161,31.88,70s,4890
1318,4.29,2020-11-22,19.27,254,50.3,80 over,4889
16178,52.64,2020-11-22,1.48,240,47.52,female,4888
14555,47.36,2020-11-22,1.82,265,52.48,male,4887
837,2.75,2020-11-21,0,0,0,0s,4875
1735,5.71,2020-11-21,0,0,0,10s,4874
5815,19.13,2020-11-21,0,0,0,20s,4873
3842,12.64,2020-11-21,0.05,2,0.4,30s,4872
4158,13.68,2020-11-21,0.1,4,0.8,40s,4871
5532,18.2,2020-11-21,0.42,23,4.57,50s,4870
4774,15.7,2020-11-21,1.28,61,12.13,60s,4869
2403,7.9,2020-11-21,6.66,160,31.81,70s,4868
1307,4.3,2020-11-21,19.36,253,50.3,80 over,4867
16021,52.7,2020-11-21,1.49,239,47.51,female,4866
14382,47.3,2020-11-21,1.84,264,52.49,male,4865
822,2.74,2020-11-20,0,0,0,0s,4853
1699,5.66,2020-11-20,0,0,0,10s,4852
5707,19.01,2020-11-20,0,0,0,20s,4851
3793,12.64,2020-11-20,0.05,2,0.4,30s,4850
4102,13.67,2020-11-20,0.1,4,0.8,40s,4849
5476,18.24,2020-11-20,0.42,23,4.59,50s,4848
4737,15.78,2020-11-20,1.27,60,11.98,60s,4847
2380,7.93,2020-11-20,6.68,159,31.74,70s,4846
1301,4.33,2020-11-20,19.45,253,50.5,80 over,4845
15845,52.79,2020-11-20,1.5,238,47.5,female,4844
14172,47.21,2020-11-20,1.86,263,52.5,male,4843
811,2.73,2020-11-19,0,0,0,0s,4831
1664,5.61,2020-11-19,0,0,0,10s,4830
5642,19.03,2020-11-19,0,0,0,20s,4829
3744,12.63,2020-11-19,0.05,2,0.4,30s,4828
4043,13.63,2020-11-19,0.1,4,0.8,40s,4827
5416,18.26,2020-11-19,0.42,23,4.62,50s,4826
4692,15.82,2020-11-19,1.26,59,11.85,60s,4825
2352,7.93,2020-11-19,6.76,159,31.93,70s,4824
1290,4.35,2020-11-19,19.46,251,50.4,80 over,4823
15673,52.85,2020-11-19,1.51,236,47.39,female,4822
13981,47.15,2020-11-19,1.87,262,52.61,male,4821
789,2.69,2020-11-18,0,0,0,0s,4809
1621,5.53,2020-11-18,0,0,0,10s,4808
5594,19.08,2020-11-18,0,0,0,20s,4807
3697,12.61,2020-11-18,0.05,2,0.4,30s,4806
3987,13.6,2020-11-18,0.1,4,0.81,40s,4805
5361,18.29,2020-11-18,0.43,23,4.64,50s,4804
4648,15.86,2020-11-18,1.23,57,11.49,60s,4803
2335,7.97,2020-11-18,6.81,159,32.06,70s,4802
1279,4.36,2020-11-18,19.62,251,50.6,80 over,4801
15511,52.92,2020-11-18,1.52,235,47.38,female,4800
13800,47.08,2020-11-18,1.89,261,52.62,male,4799
784,2.7,2020-11-17,0,0,0,0s,4787
1605,5.53,2020-11-17,0,0,0,10s,4786
5547,19.13,2020-11-17,0,0,0,20s,4785
3650,12.59,2020-11-17,0.05,2,0.4,30s,4784
3926,13.54,2020-11-17,0.1,4,0.81,40s,4783
5306,18.3,2020-11-17,0.43,23,4.66,50s,4782
4607,15.89,2020-11-17,1.24,57,11.54,60s,4781
2315,7.98,2020-11-17,6.78,157,31.78,70s,4780
1258,4.34,2020-11-17,19.95,251,50.81,80 over,4779
15382,53.05,2020-11-17,1.52,234,47.37,female,4778
13616,46.95,2020-11-17,1.91,260,52.63,male,4777
774,2.69,2020-11-16,0,0,0,0s,4765
1593,5.54,2020-11-16,0,0,0,10s,4764
5510,19.15,2020-11-16,0,0,0,20s,4763
3624,12.6,2020-11-16,0.06,2,0.4,30s,4762
3890,13.52,2020-11-16,0.1,4,0.81,40s,4761
5262,18.29,2020-11-16,0.44,23,4.66,50s,4760
4569,15.88,2020-11-16,1.25,57,11.54,60s,4759
2297,7.98,2020-11-16,6.84,157,31.78,70s,4758
1250,4.34,2020-11-16,20.08,251,50.81,80 over,4757
15270,53.08,2020-11-16,1.53,234,47.37,female,4756
13499,46.92,2020-11-16,1.93,260,52.63,male,4755
768,2.69,2020-11-15,0,0,0,0s,4743
1581,5.54,2020-11-15,0,0,0,10s,4742
5473,19.17,2020-11-15,0,0,0,20s,4741
3597,12.6,2020-11-15,0.06,2,0.41,30s,4740
3861,13.53,2020-11-15,0.1,4,0.81,40s,4739
5222,18.29,2020-11-15,0.44,23,4.67,50s,4738
4516,15.82,2020-11-15,1.26,57,11.56,60s,4737
2282,7.99,2020-11-15,6.88,157,31.85,70s,4736
1246,4.36,2020-11-15,20.06,250,50.71,80 over,4735
15165,53.12,2020-11-15,1.54,233,47.26,female,4734
13381,46.88,2020-11-15,1.94,260,52.74,male,4733
760,2.68,2020-11-14,0,0,0,0s,4721
1568,5.53,2020-11-14,0,0,0,10s,4720
5447,19.22,2020-11-14,0,0,0,20s,4719
3570,12.6,2020-11-14,0.06,2,0.41,30s,4718
3834,13.53,2020-11-14,0.1,4,0.81,40s,4717
5173,18.25,2020-11-14,0.44,23,4.67,50s,4716
4476,15.8,2020-11-14,1.27,57,11.59,60s,4715
2269,8.01,2020-11-14,6.92,157,31.91,70s,4714
1241,4.38,2020-11-14,20.06,249,50.61,80 over,4713
15057,53.13,2020-11-14,1.54,232,47.15,female,4712
13281,46.87,2020-11-14,1.96,260,52.85,male,4711
748,2.66,2020-11-13,0,0,0,0s,4710
1554,5.52,2020-11-13,0,0,0,10s,4709
5411,19.23,2020-11-13,0,0,0,20s,4708
3538,12.58,2020-11-13,0.06,2,0.41,30s,4707
3805,13.53,2020-11-13,0.11,4,0.82,40s,4706
5137,18.26,2020-11-13,0.43,22,4.51,50s,4705
4444,15.8,2020-11-13,1.26,56,11.48,60s,4704
2262,8.04,2020-11-13,6.94,157,32.17,70s,4703
1234,4.39,2020-11-13,20.02,247,50.61,80 over,4702
14957,53.17,2020-11-13,1.54,231,47.34,female,4701
13176,46.83,2020-11-13,1.95,257,52.66,male,4700
741,2.65,2020-11-12,0,0,0,0s,4688
1545,5.53,2020-11-12,0,0,0,10s,4687
