createDt, deathCnt , defCnt ,gubunEn, incDec , isolClearCnt , isolIngCnt , localOccCnt , overFlowCnt ,qurRate,seq
2020-08-11, - , 166 ,Gyeongsangnam-do, - , 157 , 9 , - , - ,4.94,3653
2020-08-11, 54 ," 1,411 ",Gyeongsangbuk-do, - ," 1,345 ", 12 , - , - ,53,3652
2020-08-11, - , 42 ,Jeollanam-do, - , 29 , 13 , - , - ,2.25,3651
2020-08-11, - , 40 ,Jeollabuk-do, 1 , 37 , 3 , - , 1 ,2.2,3650
2020-08-11, 1 , 195 ,Chungcheongnam-do, 2 , 189 , 5 , 1 , 1 ,9.19,3649
2020-08-11, - , 82 ,Chungcheongbuk-do, - , 71 , 11 , - , - ,5.13,3648
2020-08-11, 3 , 77 ,Gangwon-do, - , 68 , 6 , - , - ,5,3647
2020-08-11, 32 ," 1,645 ",Gyeonggi-do, 13 ," 1,439 ", 174 , 7 , 6 ,12.41,3646
2020-08-11, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3645
2020-08-11, 1 , 60 ,Ulsan, - , 56 , 3 , - , - ,5.23,3644
2020-08-11, 2 , 166 ,Daejeon, - , 164 , - , - , - ,11.26,3643
2020-08-11, 2 , 210 ,Gwangju, - , 180 , 28 , - , - ,14.42,3642
2020-08-11, 3 , 389 ,Incheon, - , 371 , 15 , - , - ,13.16,3641
2020-08-11, 191 ," 6,945 ",Daegu, - ," 6,748 ", 6 , - , - ,285.04,3640
2020-08-11, 3 , 187 ,Busan, 9 , 158 , 26 , 9 , - ,5.48,3639
2020-08-11, 13 ," 1,694 ",Seoul, 6 ," 1,534 ", 147 , 6 , - ,17.4,3638
2020-08-11, 305 ," 14,660 ",Total, 34 ," 13,729 ", 626 , 23 , 11 ,28.28,3637
2020-08-10, - ," 1,272 ",Lazaretto, 6 ," 1,075 ", 197 , - , 6 ,-,3636
2020-08-10, - , 26 ,Jeju, - , 22 , 4 , - , - ,3.88,3635
2020-08-10, - , 166 ,Gyeongsangnam-do, - , 157 , 9 , - , - ,4.94,3634
2020-08-10, 54 ," 1,411 ",Gyeongsangbuk-do, 1 ," 1,342 ", 15 , - , 1 ,53,3633
2020-08-10, - , 42 ,Jeollanam-do, 1 , 27 , 15 , - , 1 ,2.25,3632
2020-08-10, - , 39 ,Jeollabuk-do, - , 37 , 2 , - , - ,2.15,3631
2020-08-10, 1 , 193 ,Chungcheongnam-do, - , 188 , 4 , - , - ,9.09,3630
2020-08-10, - , 82 ,Chungcheongbuk-do, - , 71 , 11 , - , - ,5.13,3629
2020-08-10, 3 , 77 ,Gangwon-do, - , 68 , 6 , - , - ,5,3628
2020-08-10, 32 ," 1,632 ",Gyeonggi-do, 6 ," 1,435 ", 165 , 5 , 1 ,12.32,3627
2020-08-10, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3626
2020-08-10, 1 , 60 ,Ulsan, - , 56 , 3 , - , - ,5.23,3625
2020-08-10, 2 , 166 ,Daejeon, - , 162 , 2 , - , - ,11.26,3624
2020-08-10, 2 , 210 ,Gwangju, - , 176 , 32 , - , - ,14.42,3623
2020-08-10, 3 , 389 ,Incheon, - , 371 , 15 , - , - ,13.16,3622
2020-08-10, 191 ," 6,945 ",Daegu, - ," 6,748 ", 6 , - , - ,285.04,3621
2020-08-10, 3 , 178 ,Busan, 1 , 157 , 18 , 1 , - ,5.22,3620
2020-08-10, 13 ," 1,688 ",Seoul, 13 ," 1,516 ", 159 , 11 , 2 ,17.34,3619
2020-08-10, 305 ," 14,626 ",Total, 28 ," 13,658 ", 663 , 17 , 11 ,28.21,3618
2020-08-09, - ," 1,266 ",Lazaretto, 1 ," 1,070 ", 196 , - , 1 ,-,3617
2020-08-09, - , 26 ,Jeju, - , 22 , 4 , - , - ,3.88,3616
2020-08-09, - , 166 ,Gyeongsangnam-do, - , 157 , 9 , - , - ,4.94,3615
2020-08-09, 54 ," 1,410 ",Gyeongsangbuk-do, - ," 1,342 ", 14 , - , - ,52.96,3614
2020-08-09, - , 41 ,Jeollanam-do, - , 26 , 15 , - , - ,2.2,3613
2020-08-09, - , 39 ,Jeollabuk-do, - , 37 , 2 , - , - ,2.15,3612
2020-08-09, 1 , 193 ,Chungcheongnam-do, 1 , 188 , 4 , 1 , - ,9.09,3611
2020-08-09, - , 82 ,Chungcheongbuk-do, 1 , 71 , 11 , 1 , - ,5.13,3610
2020-08-09, 3 , 77 ,Gangwon-do, - , 68 , 6 , - , - ,5,3609
2020-08-09, 32 ," 1,626 ",Gyeonggi-do, 15 ," 1,432 ", 162 , 14 , 1 ,12.27,3608
2020-08-09, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3607
2020-08-09, 1 , 60 ,Ulsan, 1 , 56 , 3 , - , 1 ,5.23,3606
2020-08-09, 2 , 166 ,Daejeon, - , 162 , 2 , - , - ,11.26,3605
2020-08-09, 2 , 210 ,Gwangju, 2 , 173 , 35 , 2 , - ,14.42,3604
2020-08-09, 3 , 389 ,Incheon, 1 , 371 , 15 , 1 , - ,13.16,3603
2020-08-09, 191 ," 6,945 ",Daegu, 1 ," 6,748 ", 6 , - , 1 ,285.04,3602
2020-08-09, 3 , 177 ,Busan, - , 154 , 20 , - , - ,5.19,3601
2020-08-09, 13 ," 1,675 ",Seoul, 13 ," 1,515 ", 147 , 11 , 2 ,17.21,3600
2020-08-09, 305 ," 14,598 ",Total, 36 ," 13,642 ", 651 , 30 , 6 ,28.16,3599
2020-08-08, - ," 1,265 ",Lazaretto, 5 ," 1,064 ", 201 , - , 5 ,-,3598
2020-08-08, - , 26 ,Jeju, - , 21 , 5 , - , - ,3.88,3597
2020-08-08, - , 166 ,Gyeongsangnam-do, - , 157 , 9 , - , - ,4.94,3596
2020-08-08, 54 ," 1,410 ",Gyeongsangbuk-do, - ," 1,342 ", 14 , - , - ,52.96,3595
2020-08-08, - , 41 ,Jeollanam-do, - , 26 , 15 , - , - ,2.2,3594
2020-08-08, - , 39 ,Jeollabuk-do, - , 37 , 2 , - , - ,2.15,3593
2020-08-08, 1 , 192 ,Chungcheongnam-do, - , 188 , 3 , - , - ,9.05,3592
2020-08-08, - , 81 ,Chungcheongbuk-do, - , 71 , 10 , - , - ,5.06,3591
2020-08-08, 3 , 77 ,Gangwon-do, - , 68 , 6 , - , - ,5,3590
2020-08-08, 32 ," 1,611 ",Gyeonggi-do, 18 ," 1,428 ", 151 , 12 , 6 ,12.16,3589
2020-08-08, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3588
2020-08-08, 1 , 59 ,Ulsan, - , 56 , 2 , - , - ,5.14,3587
2020-08-08, 2 , 166 ,Daejeon, - , 162 , 2 , - , - ,11.26,3586
2020-08-08, 2 , 208 ,Gwangju, - , 171 , 35 , - , - ,14.28,3585
2020-08-08, 2 , 388 ,Incheon, 2 , 372 , 14 , 2 , - ,13.13,3584
2020-08-08, 191 ," 6,944 ",Daegu, 1 ," 6,748 ", 5 , - , 1 ,285,3583
2020-08-08, 3 , 177 ,Busan, - , 154 , 20 , - , - ,5.19,3582
2020-08-08, 13 ," 1,662 ",Seoul, 17 ," 1,514 ", 135 , 16 , 1 ,17.08,3581
2020-08-08, 304 ," 14,562 ",Total, 43 ," 13,629 ", 629 , 30 , 13 ,28.09,3580
2020-08-07, - ," 1,260 ",Lazaretto, 5 ," 1,021 ", 239 , - , 5 ,-,3579
2020-08-07, - , 26 ,Jeju, - , 21 , 5 , - , - ,3.88,3578
2020-08-07, - , 166 ,Gyeongsangnam-do, - , 156 , 10 , - , - ,4.94,3577
2020-08-07, 54 ," 1,410 ",Gyeongsangbuk-do, 1 ," 1,342 ", 14 , - , 1 ,52.96,3576
2020-08-07, - , 41 ,Jeollanam-do, - , 25 , 16 , - , - ,2.2,3575
2020-08-07, - , 39 ,Jeollabuk-do, - , 37 , 2 , - , - ,2.15,3574
2020-08-07, 1 , 192 ,Chungcheongnam-do, - , 187 , 4 , - , - ,9.05,3573
2020-08-07, - , 81 ,Chungcheongbuk-do, - , 71 , 10 , - , - ,5.06,3572
2020-08-07, 3 , 77 ,Gangwon-do, - , 68 , 6 , - , - ,5,3571
2020-08-07, 31 ," 1,593 ",Gyeonggi-do, 5 ," 1,409 ", 153 , 3 , 2 ,12.02,3570
2020-08-07, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3569
2020-08-07, 1 , 59 ,Ulsan, - , 56 , 2 , - , - ,5.14,3568
2020-08-07, 2 , 166 ,Daejeon, - , 161 , 3 , - , - ,11.26,3567
2020-08-07, 2 , 208 ,Gwangju, - , 168 , 38 , - , - ,14.28,3566
2020-08-07, 2 , 386 ,Incheon, - , 368 , 16 , - , - ,13.06,3565
2020-08-07, 191 ," 6,943 ",Daegu, - ," 6,747 ", 5 , - , - ,284.96,3564
2020-08-07, 3 , 177 ,Busan, - , 154 , 20 , - , - ,5.19,3563
2020-08-07, 13 ," 1,645 ",Seoul, 9 ," 1,502 ", 130 , 6 , 3 ,16.9,3562
2020-08-07, 303 ," 14,519 ",Total, 20 ," 13,543 ", 673 , 9 , 11 ,28,3561
2020-08-06, - ," 1,255 ",Lazaretto, 6 ," 1,013 ", 242 , - , 6 ,-,3560
2020-08-06, - , 26 ,Jeju, - , 21 , 5 , - , - ,3.88,3559
2020-08-06, - , 166 ,Gyeongsangnam-do, 1 , 156 , 10 , - , 1 ,4.94,3558
2020-08-06, 54 ," 1,409 ",Gyeongsangbuk-do, 4 ," 1,341 ", 14 , 2 , 2 ,52.92,3557
2020-08-06, - , 41 ,Jeollanam-do, 2 , 25 , 16 , 1 , 1 ,2.2,3556
2020-08-06, - , 39 ,Jeollabuk-do, - , 36 , 3 , - , - ,2.15,3555
2020-08-06, 1 , 192 ,Chungcheongnam-do, 2 , 187 , 4 , 1 , 1 ,9.05,3554
2020-08-06, - , 81 ,Chungcheongbuk-do, 1 , 71 , 10 , - , 1 ,5.06,3553
2020-08-06, 3 , 77 ,Gangwon-do, 2 , 68 , 6 , - , 2 ,5,3552
2020-08-06, 31 ," 1,588 ",Gyeonggi-do, 13 ," 1,397 ", 160 , 11 , 2 ,11.98,3551
2020-08-06, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3550
2020-08-06, 1 , 59 ,Ulsan, - , 56 , 2 , - , - ,5.14,3549
2020-08-06, 2 , 166 ,Daejeon, - , 160 , 4 , - , - ,11.26,3548
2020-08-06, 2 , 208 ,Gwangju, - , 164 , 42 , - , - ,14.28,3547
2020-08-06, 2 , 386 ,Incheon, - , 368 , 16 , - , - ,13.06,3546
2020-08-06, 191 ," 6,943 ",Daegu, - ," 6,746 ", 6 , - , - ,284.96,3545
2020-08-06, 3 , 177 ,Busan, 3 , 154 , 20 , 3 , - ,5.19,3544
2020-08-06, 12 ," 1,636 ",Seoul, 9 ," 1,488 ", 136 , 5 , 4 ,16.81,3543
2020-08-06, 302 ," 14,499 ",Total, 43 ," 13,501 ", 696 , 23 , 20 ,27.96,3542
2020-08-05, - ," 1,249 ",Lazaretto, 6 , 984 , 265 , - , 6 ,-,3522
2020-08-05, - , 26 ,Jeju, - , 21 , 5 , - , - ,3.88,3521
2020-08-05, - , 165 ,Gyeongsangnam-do, 4 , 155 , 10 , 1 , 3 ,4.91,3520
2020-08-05, 54 ," 1,405 ",Gyeongsangbuk-do, - ," 1,341 ", 10 , - , - ,52.77,3519
2020-08-05, - , 39 ,Jeollanam-do, - , 25 , 14 , - , - ,2.09,3518
2020-08-05, - , 39 ,Jeollabuk-do, - , 36 , 3 , - , - ,2.15,3517
2020-08-05, 1 , 190 ,Chungcheongnam-do, - , 185 , 4 , - , - ,8.95,3516
2020-08-05, - , 80 ,Chungcheongbuk-do, 6 , 70 , 10 , 6 , - ,5,3515
2020-08-05, 3 , 75 ,Gangwon-do, 1 , 68 , 4 , - , 1 ,4.87,3514
2020-08-05, 31 ," 1,575 ",Gyeonggi-do, 7 ," 1,358 ", 186 , 2 , 5 ,11.89,3513
2020-08-05, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3512
2020-08-05, 1 , 59 ,Ulsan, - , 56 , 2 , - , - ,5.14,3511
2020-08-05, 2 , 166 ,Daejeon, - , 160 , 4 , - , - ,11.26,3510
2020-08-05, 2 , 208 ,Gwangju, 1 , 156 , 50 , - , 1 ,14.28,3509
2020-08-05, 2 , 386 ,Incheon, 1 , 366 , 18 , 1 , - ,13.06,3508
2020-08-05, 191 ," 6,943 ",Daegu, 1 ," 6,746 ", 6 , - , 1 ,284.96,3507
2020-08-05, 3 , 174 ,Busan, - , 154 , 17 , - , - ,5.1,3506
2020-08-05, 12 ," 1,627 ",Seoul, 6 ," 1,475 ", 140 , 5 , 1 ,16.72,3505
2020-08-05, 302 ," 14,456 ",Total, 33 ," 13,406 ", 748 , 15 , 18 ,27.88,3504
2020-08-04, - ," 1,243 ",Lazaretto, 7 , 958 , 285 , - , 7 ,-,3503
2020-08-04, - , 26 ,Jeju, - , 21 , 5 , - , - ,3.88,3502
2020-08-04, - , 161 ,Gyeongsangnam-do, - , 155 , 6 , - , - ,4.79,3501
2020-08-04, 54 ," 1,405 ",Gyeongsangbuk-do, 1 ," 1,341 ", 10 , 1 , - ,52.77,3500
2020-08-04, - , 39 ,Jeollanam-do, 1 , 24 , 15 , - , 1 ,2.09,3499
2020-08-04, - , 39 ,Jeollabuk-do, - , 35 , 4 , - , - ,2.15,3498
2020-08-04, 1 , 190 ,Chungcheongnam-do, - , 185 , 4 , - , - ,8.95,3497
2020-08-04, - , 74 ,Chungcheongbuk-do, 1 , 70 , 4 , - , 1 ,4.63,3496
2020-08-04, 3 , 74 ,Gangwon-do, - , 67 , 4 , - , - ,4.8,3495
2020-08-04, 31 ," 1,568 ",Gyeonggi-do, 11 ," 1,352 ", 185 , 3 , 8 ,11.83,3494
2020-08-04, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3493
2020-08-04, 1 , 59 ,Ulsan, - , 54 , 4 , - , - ,5.14,3492
2020-08-04, 2 , 166 ,Daejeon, - , 160 , 4 , - , - ,11.26,3491
2020-08-04, 2 , 207 ,Gwangju, 2 , 151 , 54 , 1 , 1 ,14.21,3490
2020-08-04, 2 , 385 ,Incheon, 1 , 366 , 17 , 1 , - ,13.02,3489
2020-08-04, 191 ," 6,942 ",Daegu, - ," 6,746 ", 5 , - , - ,284.92,3488
2020-08-04, 3 , 174 ,Busan, 1 , 154 , 17 , 1 , - ,5.1,3487
2020-08-04, 11 ," 1,621 ",Seoul, 9 ," 1,463 ", 147 , 6 , 3 ,16.65,3486
2020-08-04, 301 ," 14,423 ",Total, 34 ," 13,352 ", 770 , 13 , 21 ,27.82,3485
2020-08-03, - ," 1,236 ",Lazaretto, 14 , 920 , 316 , - , 14 ,-,3484
2020-08-03, - , 26 ,Jeju, - , 21 , 5 , - , - ,3.88,3483
2020-08-03, - , 161 ,Gyeongsangnam-do, 2 , 153 , 8 , - , 2 ,4.79,3482
2020-08-03, 54 ," 1,404 ",Gyeongsangbuk-do, 1 ," 1,339 ", 11 , - , 1 ,52.73,3481
2020-08-03, - , 38 ,Jeollanam-do, - , 24 , 14 , - , - ,2.04,3480
2020-08-03, - , 39 ,Jeollabuk-do, - , 35 , 4 , - , - ,2.15,3479
2020-08-03, 1 , 190 ,Chungcheongnam-do, - , 185 , 4 , - , - ,8.95,3478
2020-08-03, - , 73 ,Chungcheongbuk-do, - , 70 , 3 , - , - ,4.56,3477
2020-08-03, 3 , 74 ,Gangwon-do, - , 67 , 4 , - , - ,4.8,3476
2020-08-03, 31 ," 1,557 ",Gyeonggi-do, 1 ," 1,342 ", 184 , 1 , - ,11.75,3475
2020-08-03, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3474
2020-08-03, 1 , 59 ,Ulsan, - , 54 , 4 , - , - ,5.14,3473
2020-08-03, 2 , 166 ,Daejeon, - , 160 , 4 , - , - ,11.26,3472
2020-08-03, 2 , 205 ,Gwangju, - , 146 , 57 , - , - ,14.07,3471
2020-08-03, 2 , 384 ,Incheon, - , 366 , 16 , - , - ,12.99,3470
2020-08-03, 191 ," 6,942 ",Daegu, - ," 6,745 ", 6 , - , - ,284.92,3469
2020-08-03, 3 , 173 ,Busan, - , 154 , 16 , - , - ,5.07,3468
2020-08-03, 11 ," 1,612 ",Seoul, 5 ," 1,449 ", 152 , 2 , 3 ,16.56,3467
2020-08-03, 301 ," 14,389 ",Total, 23 ," 13,280 ", 808 , 3 , 20 ,27.75,3466
2020-08-02, - ," 1,222 ",Lazaretto, 17 , 912 , 310 , - , 17 ,-,3465
2020-08-02, - , 26 ,Jeju, - , 21 , 5 , - , - ,3.88,3464
2020-08-02, - , 159 ,Gyeongsangnam-do, - , 153 , 6 , - , - ,4.73,3463
2020-08-02, 54 ," 1,403 ",Gyeongsangbuk-do, 1 ," 1,339 ", 10 , 1 , - ,52.69,3462
2020-08-02, - , 38 ,Jeollanam-do, - , 24 , 14 , - , - ,2.04,3461
2020-08-02, - , 39 ,Jeollabuk-do, - , 34 , 5 , - , - ,2.15,3460
2020-08-02, 1 , 190 ,Chungcheongnam-do, - , 185 , 4 , - , - ,8.95,3459
2020-08-02, - , 73 ,Chungcheongbuk-do, - , 70 , 3 , - , - ,4.56,3458
2020-08-02, 3 , 74 ,Gangwon-do, - , 67 , 4 , - , - ,4.8,3457
2020-08-02, 31 ," 1,556 ",Gyeonggi-do, 3 ," 1,341 ", 184 , 1 , 2 ,11.74,3456
2020-08-02, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3455
2020-08-02, 1 , 59 ,Ulsan, - , 54 , 4 , - , - ,5.14,3454
2020-08-02, 2 , 166 ,Daejeon, - , 159 , 5 , - , - ,11.26,3453
2020-08-02, 2 , 205 ,Gwangju, 1 , 143 , 60 , - , 1 ,14.07,3452
2020-08-02, 2 , 384 ,Incheon, - , 366 , 16 , - , - ,12.99,3451
2020-08-02, 191 ," 6,942 ",Daegu, 2 ," 6,745 ", 6 , - , 2 ,284.92,3450
2020-08-02, 3 , 173 ,Busan, 1 , 154 , 16 , 1 , - ,5.07,3449
2020-08-02, 11 ," 1,607 ",Seoul, 5 ," 1,442 ", 154 , 5 , - ,16.51,3448
2020-08-02, 301 ," 14,366 ",Total, 30 ," 13,259 ", 806 , 8 , 22 ,27.71,3447
2020-08-01, - ," 1,205 ",Lazaretto, 19 , 906 , 299 , - , 19 ,-,3446
2020-08-01, - , 26 ,Jeju, - , 21 , 5 , - , - ,3.88,3445
2020-08-01, - , 159 ,Gyeongsangnam-do, - , 149 , 10 , - , - ,4.73,3444
2020-08-01, 54 ," 1,402 ",Gyeongsangbuk-do, 1 ," 1,339 ", 9 , 1 , - ,52.66,3443
2020-08-01, - , 38 ,Jeollanam-do, - , 24 , 14 , - , - ,2.04,3442
2020-08-01, - , 39 ,Jeollabuk-do, - , 33 , 6 , - , - ,2.15,3441
2020-08-01, 1 , 190 ,Chungcheongnam-do, - , 185 , 4 , - , - ,8.95,3440
2020-08-01, - , 73 ,Chungcheongbuk-do, - , 70 , 3 , - , - ,4.56,3439
2020-08-01, 3 , 74 ,Gangwon-do, - , 67 , 4 , - , - ,4.8,3438
2020-08-01, 31 ," 1,553 ",Gyeonggi-do, 7 ," 1,336 ", 186 , 5 , 2 ,11.72,3437
2020-08-01, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3436
2020-08-01, 1 , 59 ,Ulsan, - , 53 , 5 , - , - ,5.14,3435
2020-08-01, 2 , 166 ,Daejeon, - , 159 , 5 , - , - ,11.26,3434
2020-08-01, 2 , 204 ,Gwangju, - , 142 , 60 , - , - ,14,3433
2020-08-01, 2 , 384 ,Incheon, 1 , 366 , 16 , - , 1 ,12.99,3432
2020-08-01, 191 ," 6,940 ",Daegu, - ," 6,745 ", 4 , - , - ,284.84,3431
2020-08-01, 3 , 172 ,Busan, 1 , 154 , 15 , - , 1 ,5.04,3430
2020-08-01, 11 ," 1,602 ",Seoul, 2 ," 1,434 ", 157 , 2 , - ,16.46,3429
2020-08-01, 301 ," 14,336 ",Total, 31 ," 13,233 ", 802 , 8 , 23 ,27.65,3428
2020-07-31, - ," 1,186 ",Lazaretto, 12 , 886 , 300 , - , 12 ,-,3427
2020-07-31, - , 26 ,Jeju, - , 21 , 5 , - , - ,3.88,3426
2020-07-31, - , 159 ,Gyeongsangnam-do, - , 149 , 10 , - , - ,4.73,3425
2020-07-31, 54 ," 1,401 ",Gyeongsangbuk-do, 2 ," 1,339 ", 8 , - , 2 ,52.62,3424
2020-07-31, - , 38 ,Jeollanam-do, - , 24 , 14 , - , - ,2.04,3423
2020-07-31, - , 39 ,Jeollabuk-do, - , 33 , 6 , - , - ,2.15,3422
2020-07-31, 1 , 190 ,Chungcheongnam-do, 1 , 185 , 4 , - , 1 ,8.95,3421
2020-07-31, - , 73 ,Chungcheongbuk-do, - , 70 , 3 , - , - ,4.56,3420
2020-07-31, 3 , 74 ,Gangwon-do, 2 , 67 , 4 , 2 , - ,4.8,3419
2020-07-31, 31 ," 1,546 ",Gyeonggi-do, 10 ," 1,327 ", 188 , 4 , 6 ,11.67,3418
2020-07-31, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3417
2020-07-31, 1 , 59 ,Ulsan, - , 53 , 5 , - , - ,5.14,3416
2020-07-31, 2 , 166 ,Daejeon, - , 157 , 7 , - , - ,11.26,3415
2020-07-31, 2 , 204 ,Gwangju, - , 135 , 67 , - , - ,14,3414
2020-07-31, 2 , 383 ,Incheon, - , 366 , 15 , - , - ,12.96,3413
2020-07-31, 191 ," 6,940 ",Daegu, 1 ," 6,743 ", 6 , - , 1 ,284.84,3412
2020-07-31, 3 , 171 ,Busan, - , 154 , 14 , - , - ,5.01,3411
2020-07-31, 11 ," 1,600 ",Seoul, 8 ," 1,424 ", 165 , 8 , - ,16.44,3410
2020-07-31, 301 ," 14,305 ",Total, 36 ," 13,183 ", 821 , 14 , 22 ,27.59,3409
2020-07-30, - ," 1,174 ",Lazaretto, 8 , 863 , 311 , - , 8 ,-,3389
2020-07-30, - , 26 ,Jeju, - , 21 , 5 , - , - ,3.88,3388
2020-07-30, - , 159 ,Gyeongsangnam-do, 1 , 148 , 11 , - , 1 ,4.73,3387
2020-07-30, 54 ," 1,399 ",Gyeongsangbuk-do, 1 ," 1,339 ", 6 , - , 1 ,52.54,3386
2020-07-30, - , 38 ,Jeollanam-do, - , 24 , 14 , - , - ,2.04,3385
2020-07-30, - , 39 ,Jeollabuk-do, - , 32 , 7 , - , - ,2.15,3384
2020-07-30, 1 , 189 ,Chungcheongnam-do, - , 184 , 4 , - , - ,8.9,3383
2020-07-30, - , 73 ,Chungcheongbuk-do, - , 70 , 3 , - , - ,4.56,3382
2020-07-30, 3 , 72 ,Gangwon-do, - , 65 , 4 , - , - ,4.67,3381
2020-07-30, 30 ," 1,536 ",Gyeonggi-do, 5 ," 1,321 ", 185 , 4 , 1 ,11.59,3380
2020-07-30, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3379
2020-07-30, 1 , 59 ,Ulsan, - , 53 , 5 , - , - ,5.14,3378
2020-07-30, 2 , 166 ,Daejeon, - , 157 , 7 , - , - ,11.26,3377
2020-07-30, 2 , 204 ,Gwangju, - , 133 , 69 , - , - ,14,3376
2020-07-30, 2 , 383 ,Incheon, - , 361 , 20 , - , - ,12.96,3375
2020-07-30, 191 ," 6,939 ",Daegu, - ," 6,741 ", 7 , - , - ,284.8,3374
2020-07-30, 3 , 171 ,Busan, - , 153 , 15 , - , - ,5.01,3373
2020-07-30, 11 ," 1,592 ",Seoul, 3 ," 1,417 ", 164 , 3 , - ,16.36,3372
2020-07-30, 300 ," 14,269 ",Total, 18 ," 13,132 ", 837 , 7 , 11 ,27.52,3371
2020-07-29, - ," 1,166 ",Lazaretto, 21 , 830 , 336 , - , 21 ,-,3370
2020-07-29, - , 26 ,Jeju, - , 21 , 5 , - , - ,3.88,3369
2020-07-29, - , 158 ,Gyeongsangnam-do, - , 148 , 10 , - , - ,4.7,3368
2020-07-29, 54 ," 1,398 ",Gyeongsangbuk-do, 1 ," 1,339 ", 5 , - , 1 ,52.51,3367
2020-07-29, - , 38 ,Jeollanam-do, - , 24 , 14 , - , - ,2.04,3366
2020-07-29, - , 39 ,Jeollabuk-do, - , 31 , 8 , - , - ,2.15,3365
2020-07-29, 1 , 189 ,Chungcheongnam-do, - , 183 , 5 , - , - ,8.9,3364
2020-07-29, - , 73 ,Chungcheongbuk-do, - , 69 , 4 , - , - ,4.56,3363
2020-07-29, 3 , 72 ,Gangwon-do, - , 65 , 4 , - , - ,4.67,3362
2020-07-29, 30 ," 1,531 ",Gyeonggi-do, 11 ," 1,312 ", 189 , 5 , 6 ,11.55,3361
2020-07-29, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3360
2020-07-29, 1 , 59 ,Ulsan, 1 , 53 , 5 , - , 1 ,5.14,3359
2020-07-29, 2 , 166 ,Daejeon, - , 153 , 11 , - , - ,11.26,3358
2020-07-29, 2 , 204 ,Gwangju, 1 , 132 , 70 , - , 1 ,14,3357
2020-07-29, 2 , 383 ,Incheon, 3 , 359 , 22 , 1 , 2 ,12.96,3356
2020-07-29, 191 ," 6,939 ",Daegu, - ," 6,739 ", 9 , - , - ,284.8,3355
2020-07-29, 3 , 171 ,Busan, 1 , 151 , 17 , 1 , - ,5.01,3354
2020-07-29, 11 ," 1,589 ",Seoul, 9 ," 1,410 ", 168 , 7 , 2 ,16.33,3353
2020-07-29, 300 ," 14,251 ",Total, 48 ," 13,069 ", 882 , 14 , 34 ,27.49,3352
2020-07-28, - ," 1,145 ",Lazaretto, 10 , 815 , 330 , - , 10 ,-,3351
2020-07-28, - , 26 ,Jeju, - , 19 , 7 , - , - ,3.88,3350
2020-07-28, - , 158 ,Gyeongsangnam-do, - , 148 , 10 , - , - ,4.7,3349
2020-07-28, 54 ," 1,397 ",Gyeongsangbuk-do, 1 ," 1,339 ", 4 , - , 1 ,52.47,3348
2020-07-28, - , 38 ,Jeollanam-do, 2 , 24 , 14 , - , 2 ,2.04,3347
2020-07-28, - , 39 ,Jeollabuk-do, - , 31 , 8 , - , - ,2.15,3346
2020-07-28, 1 , 189 ,Chungcheongnam-do, 1 , 183 , 5 , - , 1 ,8.9,3345
2020-07-28, - , 73 ,Chungcheongbuk-do, - , 67 , 6 , - , - ,4.56,3344
2020-07-28, 3 , 72 ,Gangwon-do, - , 64 , 5 , - , - ,4.67,3343
2020-07-28, 30 ," 1,520 ",Gyeonggi-do, 6 ," 1,291 ", 199 , 1 , 5 ,11.47,3342
2020-07-28, - , 50 ,Sejong, - , 50 , - , - , - ,14.61,3341
2020-07-28, 1 , 58 ,Ulsan, - , 53 , 4 , - , - ,5.06,3340
2020-07-28, 2 , 166 ,Daejeon, - , 151 , 13 , - , - ,11.26,3339
2020-07-28, 2 , 203 ,Gwangju, - , 127 , 74 , - , - ,13.94,3338
2020-07-28, 2 , 380 ,Incheon, - , 357 , 21 , - , - ,12.85,3337
2020-07-28, 191 ," 6,939 ",Daegu, - ," 6,737 ", 11 , - , - ,284.8,3336
2020-07-28, 3 , 170 ,Busan, 2 , 151 , 16 , 1 , 1 ,4.98,3335
2020-07-28, 11 ," 1,580 ",Seoul, 6 ," 1,400 ", 169 , 3 , 3 ,16.23,3334
2020-07-28, 300 ," 14,203 ",Total, 28 ," 13,007 ", 896 , 5 , 23 ,27.39,3333
2020-07-27, - ," 1,135 ",Lazaretto, 7 , 749 , 386 , - , 7 ,-,3332
2020-07-27, - , 26 ,Jeju, - , 19 , 7 , - , - ,3.88,3331
2020-07-27, - , 158 ,Gyeongsangnam-do, - , 146 , 12 , - , - ,4.7,3330
2020-07-27, 54 ," 1,396 ",Gyeongsangbuk-do, - ," 1,339 ", 3 , - , - ,52.43,3329
