createDt, deathCnt , defCnt ,gubunEn, incDec , isolClearCnt , isolIngCnt , localOccCnt , overFlowCnt ,qurRate,seq
2020-05-14, - , 119 ,Incheon, 12 , 85 , 34 , 12 , - ,4.03,1722
2020-05-14, 179 ," 6,865 ",Daegu, - ," 6,349 ", 337 , - , - ,281.76,1721
2020-05-14, 3 , 144 ,Busan, - , 127 , 14 , - , - ,4.22,1720
2020-05-14, 4 , 711 ,Seoul, 4 , 564 , 143 , 3 , 1 ,7.3,1719
2020-05-14, 260 ," 10,991 ",Total, 29 ," 9,762 ", 969 , 26 , 3 ,21.2,1718
2020-05-13, - , 481 ,Lazaretto, 1 , 280 , 201 , - , 1 ,-,1717
2020-05-13, - , 14 ,Jeju, - , 12 , 2 , - , - ,2.09,1716
2020-05-13, - , 119 ,Gyeongsangnam-do, 1 , 113 , 6 , 1 , - ,3.54,1715
2020-05-13, 54 ," 1,367 ",Gyeongsangbuk-do, - ," 1,231 ", 82 , - , - ,51.34,1714
2020-05-13, - , 16 ,Jeollanam-do, - , 12 , 4 , - , - ,0.86,1713
2020-05-13, - , 20 ,Jeollabuk-do, 1 , 14 , 6 , 1 , - ,1.1,1712
2020-05-13, - , 143 ,Chungcheongnam-do, - , 138 , 5 , - , - ,6.74,1711
2020-05-13, - , 52 ,Chungcheongbuk-do, - , 43 , 9 , - , - ,3.25,1710
2020-05-13, 2 , 54 ,Gangwon-do, - , 42 , 10 , - , - ,3.51,1709
2020-05-13, 16 , 708 ,Gyeonggi-do, 2 , 563 , 129 , 1 , 1 ,5.34,1708
2020-05-13, - , 47 ,Sejong, - , 46 , 1 , - , - ,13.73,1707
2020-05-13, 1 , 45 ,Ulsan, 1 , 41 , 3 , - , 1 ,3.92,1706
2020-05-13, 1 , 43 ,Daejeon, - , 38 , 4 , - , - ,2.92,1705
2020-05-13, - , 30 ,Gwangju, - , 30 , - , - , - ,2.06,1704
2020-05-13, - , 107 ,Incheon, 2 , 86 , 21 , 2 , - ,3.62,1703
2020-05-13, 179 ," 6,865 ",Daegu, 3 ," 6,322 ", 364 , 2 , 1 ,281.76,1702
2020-05-13, 3 , 144 ,Busan, 3 , 126 , 15 , 3 , - ,4.22,1701
2020-05-13, 3 , 707 ,Seoul, 12 , 558 , 146 , 12 , - ,7.26,1700
2020-05-13, 259 ," 10,962 ",Total, 26 ," 9,695 "," 1,008 ", 22 , 4 ,21.14,1699
2020-05-12, - , 480 ,Lazaretto, 1 , 267 , 213 , - , 1 ,-,1698
2020-05-12, - , 14 ,Jeju, - , 12 , 2 , - , - ,2.09,1697
2020-05-12, - , 118 ,Gyeongsangnam-do, 1 , 112 , 6 , - , 1 ,3.51,1696
2020-05-12, 54 ," 1,367 ",Gyeongsangbuk-do, 1 ," 1,230 ", 83 , - , 1 ,51.34,1695
2020-05-12, - , 16 ,Jeollanam-do, - , 12 , 4 , - , - ,0.86,1694
2020-05-12, - , 19 ,Jeollabuk-do, - , 14 , 5 , - , - ,1.05,1693
2020-05-12, - , 143 ,Chungcheongnam-do, - , 136 , 7 , - , - ,6.74,1692
2020-05-12, - , 52 ,Chungcheongbuk-do, - , 42 , 10 , - , - ,3.25,1691
2020-05-12, 2 , 54 ,Gangwon-do, - , 41 , 11 , - , - ,3.51,1690
2020-05-12, 16 , 706 ,Gyeonggi-do, 8 , 559 , 131 , 8 , - ,5.33,1689
2020-05-12, - , 47 ,Sejong, - , 45 , 2 , - , - ,13.73,1688
2020-05-12, 1 , 44 ,Ulsan, - , 40 , 3 , - , - ,3.84,1687
2020-05-12, 1 , 43 ,Daejeon, 2 , 38 , 4 , - , 2 ,2.92,1686
2020-05-12, - , 30 ,Gwangju, - , 30 , - , - , - ,2.06,1685
2020-05-12, - , 105 ,Incheon, 1 , 82 , 23 , 1 , - ,3.55,1684
2020-05-12, 179 ," 6,862 ",Daegu, 1 ," 6,331 ", 352 , 1 , - ,281.63,1683
2020-05-12, 3 , 141 ,Busan, - , 125 , 13 , - , - ,4.13,1682
2020-05-12, 2 , 695 ,Seoul, 12 , 554 , 139 , 12 , - ,7.14,1681
2020-05-12, 258 ," 10,936 ",Total, 27 ," 9,670 "," 1,008 ", 22 , 5 ,21.09,1680
2020-05-11, - , 479 ,Lazaretto, 3 , 260 , 219 , - , 3 ,-,1679
2020-05-11, - , 14 ,Jeju, - , 13 , 1 , - , - ,2.09,1678
2020-05-11, - , 117 ,Gyeongsangnam-do, - , 110 , 7 , - , - ,3.48,1677
2020-05-11, 53 ," 1,366 ",Gyeongsangbuk-do, - ," 1,228 ", 85 , - , - ,51.31,1676
2020-05-11, - , 16 ,Jeollanam-do, - , 12 , 4 , - , - ,0.86,1675
2020-05-11, - , 19 ,Jeollabuk-do, - , 14 , 5 , - , - ,1.05,1674
2020-05-11, - , 143 ,Chungcheongnam-do, - , 134 , 9 , - , - ,6.74,1673
2020-05-11, - , 52 ,Chungcheongbuk-do, 3 , 42 , 10 , 3 , - ,3.25,1672
2020-05-11, 2 , 54 ,Gangwon-do, 1 , 41 , 11 , - , 1 ,3.51,1671
2020-05-11, 16 , 698 ,Gyeonggi-do, 4 , 557 , 125 , 4 , - ,5.27,1670
2020-05-11, - , 47 ,Sejong, 1 , 45 , 2 , - , 1 ,13.73,1669
2020-05-11, 1 , 44 ,Ulsan, - , 38 , 5 , - , - ,3.84,1668
2020-05-11, 1 , 41 ,Daejeon, - , 38 , 2 , - , - ,2.78,1667
2020-05-11, - , 30 ,Gwangju, - , 30 , - , - , - ,2.06,1666
2020-05-11, - , 104 ,Incheon, 3 , 82 , 22 , 2 , 1 ,3.52,1665
2020-05-11, 178 ," 6,861 ",Daegu, - ," 6,318 ", 365 , - , - ,281.59,1664
2020-05-11, 3 , 141 ,Busan, - , 125 , 13 , - , - ,4.13,1663
2020-05-11, 2 , 683 ,Seoul, 20 , 545 , 136 , 20 , - ,7.02,1662
2020-05-11, 256 ," 10,909 ",Total, 35 ," 9,632 "," 1,021 ", 29 , 6 ,21.04,1661
2020-05-10, - , 476 ,Lazaretto, 6 , 256 , 220 , - , 6 ,-,1660
2020-05-10, - , 14 ,Jeju, 1 , 13 , 1 , 1 , - ,2.09,1659
2020-05-10, - , 117 ,Gyeongsangnam-do, - , 108 , 9 , - , - ,3.48,1658
2020-05-10, 53 ," 1,366 ",Gyeongsangbuk-do, - ," 1,220 ", 93 , - , - ,51.31,1657
2020-05-10, - , 16 ,Jeollanam-do, - , 12 , 4 , - , - ,0.86,1656
2020-05-10, - , 19 ,Jeollabuk-do, - , 14 , 5 , - , - ,1.05,1655
2020-05-10, - , 143 ,Chungcheongnam-do, - , 433 , 10 , - , - ,6.74,1654
2020-05-10, - , 49 ,Chungcheongbuk-do, 2 , 42 , 7 , 2 , - ,3.06,1653
2020-05-10, 2 , 53 ,Gangwon-do, - , 41 , 10 , - , - ,3.44,1652
2020-05-10, 16 , 694 ,Gyeonggi-do, 6 , 556 , 122 , 6 , - ,5.24,1651
2020-05-10, - , 46 ,Sejong, - , 45 , 1 , - , - ,13.44,1650
2020-05-10, 1 , 44 ,Ulsan, - , 38 , 5 , - , - ,3.84,1649
2020-05-10, 1 , 41 ,Daejeon, - , 38 , 2 , - , - ,2.78,1648
2020-05-10, - , 30 ,Gwangju, - , 30 , - , - , - ,2.06,1647
2020-05-10, - , 101 ,Incheon, 3 , 80 , 21 , 3 , - ,3.42,1646
2020-05-10, 178 ," 6,861 ",Daegu, 2 ," 6,318 ", 365 , 2 , - ,281.29,1645
2020-05-10, 3 , 141 ,Busan, - , 125 , 13 , - , - ,4.13,1644
2020-05-10, 2 , 663 ,Seoul, 14 , 541 , 120 , 12 , 2 ,6.81,1643
2020-05-10, 256 ," 10,874 ",Total, 34 ," 9,610 "," 1,008 ", 26 , 8 ,20.97,1642
2020-05-09, - , 470 ,Lazaretto, - , 249 , 221 , - , - ,-,1641
2020-05-09, - , 13 ,Jeju, - , 13 , - , - , - ,1.94,1640
2020-05-09, - , 117 ,Gyeongsangnam-do, - , 107 , 10 , - , - ,3.48,1639
2020-05-09, 53 ," 1,366 ",Gyeongsangbuk-do, - ," 1,215 ", 98 , - , - ,51.31,1638
2020-05-09, - , 16 ,Jeollanam-do, - , 12 , 4 , - , - ,0.86,1637
2020-05-09, - , 19 ,Jeollabuk-do, - , 14 , 5 , - , - ,1.05,1636
2020-05-09, - , 143 ,Chungcheongnam-do, - , 133 , 10 , - , - ,6.74,1635
2020-05-09, - , 47 ,Chungcheongbuk-do, - , 41 , 6 , - , - ,2.94,1634
2020-05-09, 2 , 53 ,Gangwon-do, - , 41 , 10 , - , - ,3.44,1633
2020-05-09, 16 , 688 ,Gyeonggi-do, 4 , 548 , 124 , 3 , 1 ,5.19,1632
2020-05-09, - , 46 ,Sejong, - , 45 , 1 , - , - ,13.44,1631
2020-05-09, 1 , 44 ,Ulsan, - , 38 , 5 , - , - ,3.84,1630
2020-05-09, 1 , 41 ,Daejeon, - , 38 , 2 , - , - ,2.78,1629
2020-05-09, - , 30 ,Gwangju, - , 29 , 1 , - , - ,2.06,1628
2020-05-09, - , 98 ,Incheon, 1 , 78 , 20 , 1 , - ,3.32,1627
2020-05-09, 178 ," 6,859 ",Daegu, - ," 6,306 ", 375 , - , - ,281.51,1626
2020-05-09, 3 , 141 ,Busan, 1 , 125 , 13 , 1 , - ,4.13,1625
2020-05-09, 2 , 649 ,Seoul, 12 , 536 , 111 , 12 , - ,6.67,1624
2020-05-09, 256 ," 10,840 ",Total, 18 ," 9,568 "," 1,016 ", 17 , 1 ,20.91,1623
2020-05-08, - , 470 ,Lazaretto, 3 , 242 , 228 , - , 3 ,-,1622
2020-05-08, - , 13 ,Jeju, - , 12 , 1 , - , - ,1.94,1621
2020-05-08, - , 117 ,Gyeongsangnam-do, - , 105 , 12 , - , - ,3.48,1620
2020-05-08, 53 ," 1,366 ",Gyeongsangbuk-do, - ," 1,206 ", 107 , - , - ,51.31,1619
2020-05-08, - , 16 ,Jeollanam-do, - , 12 , 4 , - , - ,0.86,1618
2020-05-08, - , 19 ,Jeollabuk-do, 1 , 14 , 5 , - , 1 ,1.05,1617
2020-05-08, - , 143 ,Chungcheongnam-do, - , 130 , 13 , - , - ,6.74,1616
2020-05-08, - , 47 ,Chungcheongbuk-do, 1 , 41 , 6 , - , 1 ,2.94,1615
2020-05-08, 2 , 53 ,Gangwon-do, - , 41 , 10 , - , - ,3.44,1614
2020-05-08, 16 , 684 ,Gyeonggi-do, 2 , 538 , 130 , 1 , 1 ,5.16,1613
2020-05-08, - , 46 ,Sejong, - , 45 , 1 , - , - ,13.44,1612
2020-05-08, 1 , 44 ,Ulsan, - , 37 , 6 , - , - ,3.84,1611
2020-05-08, 1 , 41 ,Daejeon, - , 38 , 2 , - , - ,2.78,1610
2020-05-08, - , 30 ,Gwangju, - , 28 , 2 , - , - ,2.06,1609
2020-05-08, - , 97 ,Incheon, - , 75 , 22 , - , - ,3.28,1608
2020-05-08, 178 ," 6,859 ",Daegu, 3 ," 6,277 ", 404 , - , 3 ,281.51,1607
2020-05-08, 3 , 140 ,Busan, 2 , 123 , 14 , - , 2 ,4.1,1606
2020-05-08, 2 , 637 ,Seoul, - , 520 , 115 , - , - ,6.54,1605
2020-05-08, 256 ," 10,822 ",Total, 12 ," 9,484 "," 1,082 ", 1 , 11 ,20.87,1604
2020-05-07, - , 467 ,Lazaretto, 1 , 231 , 236 , - , 1 ,-,1603
2020-05-07, - , 13 ,Jeju, - , 12 , 1 , - , - ,1.94,1602
2020-05-07, - , 117 ,Gyeongsangnam-do, - , 105 , 12 , - , - ,3.48,1601
2020-05-07, 53 ," 1,366 ",Gyeongsangbuk-do, - ," 1,198 ", 115 , - , - ,51.31,1600
2020-05-07, - , 16 ,Jeollanam-do, - , 12 , 4 , - , - ,0.86,1599
2020-05-07, - , 18 ,Jeollabuk-do, - , 14 , 4 , - , - ,0.99,1598
2020-05-07, - , 143 ,Chungcheongnam-do, - , 128 , 15 , - , - ,6.74,1597
2020-05-07, - , 46 ,Chungcheongbuk-do, 1 , 42 , 4 , - , 1 ,2.88,1596
2020-05-07, 2 , 53 ,Gangwon-do, - , 42 , 9 , - , - ,3.44,1595
2020-05-07, 16 , 682 ,Gyeonggi-do, 1 , 538 , 128 , 1 , - ,5.15,1594
2020-05-07, - , 46 ,Sejong, - , 45 , 1 , - , - ,13.44,1593
2020-05-07, 1 , 44 ,Ulsan, - , 37 , 6 , - , - ,3.84,1592
2020-05-07, 1 , 41 ,Daejeon, 1 , 38 , 2 , - , 1 ,2.78,1591
2020-05-07, - , 30 ,Gwangju, - , 28 , 2 , - , - ,2.06,1590
2020-05-07, - , 97 ,Incheon, - , 72 , 25 , - , - ,3.28,1589
2020-05-07, 178 ," 6,856 ",Daegu, - ," 6,249 ", 429 , - , - ,281.39,1588
2020-05-07, 3 , 138 ,Busan, - , 120 , 15 , - , - ,4.04,1587
2020-05-07, 2 , 637 ,Seoul, - , 508 , 127 , - , - ,6.54,1586
2020-05-07, 256 ," 10,810 ",Total, 4 ," 9,419 "," 1,135 ", 1 , 3 ,20.85,1585
2020-05-06, - , 466 ,Lazaretto, 2 , 216 , 250 , - , 2 ,-,1584
2020-05-06, - , 13 ,Jeju, - , 12 , 1 , - , - ,1.94,1583
2020-05-06, - , 117 ,Gyeongsangnam-do, - , 104 , 13 , - , - ,3.48,1582
2020-05-06, 53 ," 1,366 ",Gyeongsangbuk-do, - ," 1,190 ", 123 , - , - ,51.31,1581
2020-05-06, - , 16 ,Jeollanam-do, - , 12 , 4 , - , - ,0.86,1580
2020-05-06, - , 18 ,Jeollabuk-do, - , 12 , 6 , - , - ,0.99,1579
2020-05-06, - , 143 ,Chungcheongnam-do, - , 128 , 15 , - , - ,6.74,1578
2020-05-06, - , 45 ,Chungcheongbuk-do, - , 42 , 3 , - , - ,2.81,1577
2020-05-06, 2 , 53 ,Gangwon-do, - , 42 , 9 , - , - ,3.44,1576
2020-05-06, 16 , 681 ,Gyeonggi-do, - , 525 , 140 , - , - ,5.14,1575
2020-05-06, - , 46 ,Sejong, - , 45 , 1 , - , - ,13.44,1574
2020-05-06, 1 , 44 ,Ulsan, - , 37 , 6 , - , - ,3.84,1573
2020-05-06, 1 , 40 ,Daejeon, - , 38 , 1 , - , - ,2.71,1572
2020-05-06, - , 30 ,Gwangju, - , 28 , 2 , - , - ,2.06,1571
2020-05-06, - , 97 ,Incheon, - , 72 , 25 , - , - ,3.28,1570
2020-05-06, 177 ," 6,856 ",Daegu, - ," 6,217 ", 462 , - , - ,281.39,1569
2020-05-06, 3 , 138 ,Busan, - , 119 , 16 , - , - ,4.04,1568
2020-05-06, 2 , 637 ,Seoul, - , 494 , 141 , - , - ,6.54,1567
2020-05-06, 255 ," 10,806 ",Total, 2 ," 9,333 "," 1,218 ", - , 2 ,20.84,1566
2020-05-05, - , 464 ,Lazaretto, 2 , 210 , 254 , - , 2 ,-,1565
2020-05-05, - , 13 ,Jeju, - , 8 , 5 , - , - ,1.94,1564
2020-05-05, - , 117 ,Gyeongsangnam-do, - , 102 , 15 , - , - ,3.48,1563
2020-05-05, 53 ," 1,366 ",Gyeongsangbuk-do, - ," 1,186 ", 127 , - , - ,51.31,1562
2020-05-05, - , 16 ,Jeollanam-do, - , 12 , 4 , - , - ,0.86,1561
2020-05-05, - , 18 ,Jeollabuk-do, - , 12 , 6 , - , - ,0.99,1560
2020-05-05, - , 143 ,Chungcheongnam-do, - , 128 , 15 , - , - ,6.74,1559
2020-05-05, - , 45 ,Chungcheongbuk-do, - , 42 , 3 , - , - ,2.81,1558
2020-05-05, 2 , 53 ,Gangwon-do, - , 42 , 9 , - , - ,3.44,1557
2020-05-05, 16 , 681 ,Gyeonggi-do, - , 518 , 147 , - , - ,5.14,1556
2020-05-05, - , 46 ,Sejong, - , 45 , 1 , - , - ,13.44,1555
2020-05-05, 1 , 44 ,Ulsan, - , 38 , 5 , - , - ,3.84,1554
2020-05-05, 1 , 40 ,Daejeon, - , 36 , 3 , - , - ,2.71,1553
2020-05-05, - , 30 ,Gwangju, - , 28 , 2 , - , - ,2.06,1552
2020-05-05, - , 97 ,Incheon, 1 , 71 , 26 , - , 1 ,3.28,1551
2020-05-05, 176 ," 6,856 ",Daegu, - ," 6,199 ", 481 , - , - ,281.39,1550
2020-05-05, 3 , 138 ,Busan, - , 117 , 18 , - , - ,4.04,1549
2020-05-05, 2 , 637 ,Seoul, - , 489 , 146 , - , - ,6.54,1548
2020-05-05, 254 ," 10,804 ",Total, 3 ," 9,283 "," 1,267 ", - , 3 ,20.84,1547
2020-05-04, - , 462 ,Lazaretto, 4 , 192 , 270 , - , 4 ,-,1546
2020-05-04, - , 13 ,Jeju, - , 8 , 5 , - , - ,1.94,1545
2020-05-04, - , 117 ,Gyeongsangnam-do, - , 101 , 16 , - , - ,3.48,1544
2020-05-04, 53 ," 1,366 ",Gyeongsangbuk-do, - ," 1,173 ", 140 , - , - ,51.31,1543
2020-05-04, - , 16 ,Jeollanam-do, 1 , 12 , 4 , - , 1 ,0.86,1542
2020-05-04, - , 18 ,Jeollabuk-do, - , 12 , 6 , - , - ,0.99,1541
2020-05-04, - , 143 ,Chungcheongnam-do, - , 128 , 15 , - , - ,6.74,1540
2020-05-04, - , 45 ,Chungcheongbuk-do, - , 42 , 3 , - , - ,2.81,1539
2020-05-04, 2 , 53 ,Gangwon-do, - , 42 , 9 , - , - ,3.44,1538
2020-05-04, 16 , 681 ,Gyeonggi-do, 1 , 515 , 150 , - , 1 ,5.14,1537
2020-05-04, - , 46 ,Sejong, - , 44 , 2 , - , - ,13.44,1536
2020-05-04, 1 , 44 ,Ulsan, 1 , 37 , 6 , - , 1 ,3.84,1535
2020-05-04, 1 , 40 ,Daejeon, - , 36 , 3 , - , - ,2.71,1534
2020-05-04, - , 30 ,Gwangju, - , 28 , 2 , - , - ,2.06,1533
2020-05-04, - , 96 ,Incheon, 1 , 72 , 24 , - , 1 ,3.25,1532
2020-05-04, 174 ," 6,856 ",Daegu, - ," 6,177 ", 505 , - , - ,281.39,1531
2020-05-04, 3 , 138 ,Busan, - , 117 , 18 , - , - ,4.04,1530
2020-05-04, 2 , 637 ,Seoul, - , 481 , 154 , - , - ,6.54,1529
2020-05-04, 252 ," 10,801 ",Total, 8 ," 9,217 "," 1,332 ", - , 8 ,20.83,1528
2020-05-03, - , 458 ,Lazaretto, 5 , 191 , 267 , - , 5 ,-,1527
2020-05-03, - , 13 ,Jeju, - , 8 , 5 , - , - ,1.94,1526
2020-05-03, - , 117 ,Gyeongsangnam-do, - , 100 , 17 , - , - ,3.48,1525
2020-05-03, 52 ," 1,366 ",Gyeongsangbuk-do, - ," 1,165 ", 149 , - , - ,51.31,1524
2020-05-03, - , 15 ,Jeollanam-do, - , 12 , 3 , - , - ,0.8,1523
2020-05-03, - , 18 ,Jeollabuk-do, - , 12 , 6 , - , - ,0.99,1522
2020-05-03, - , 143 ,Chungcheongnam-do, - , 128 , 15 , - , - ,6.74,1521
2020-05-03, - , 45 ,Chungcheongbuk-do, - , 42 , 3 , - , - ,2.81,1520
2020-05-03, 2 , 53 ,Gangwon-do, - , 43 , 8 , - , - ,3.44,1519
2020-05-03, 16 , 680 ,Gyeonggi-do, 2 , 510 , 154 , - , 2 ,5.13,1518
2020-05-03, - , 46 ,Sejong, - , 42 , 4 , - , - ,13.44,1517
2020-05-03, 1 , 43 ,Ulsan, - , 37 , 5 , - , - ,3.75,1516
2020-05-03, - , 40 ,Daejeon, - , 36 , 4 , - , - ,2.71,1515
2020-05-03, - , 30 ,Gwangju, - , 28 , 2 , - , - ,2.06,1514
2020-05-03, - , 95 ,Incheon, - , 72 , 23 , - , - ,3.21,1513
2020-05-03, 174 ," 6,856 ",Daegu, 4 ," 6,167 ", 515 , 3 , 1 ,281.39,1512
2020-05-03, 3 , 138 ,Busan, - , 117 , 18 , - , - ,4.04,1511
2020-05-03, 2 , 637 ,Seoul, 2 , 473 , 162 , - , 2 ,6.54,1510
2020-05-03, 250 ," 10,793 ",Total, 13 ," 9,183 "," 1,360 ", 3 , 10 ,20.82,1509
2020-05-02, - , 453 ,Lazaretto, 3 , 182 , 271 , - , 3 ,-,1508
2020-05-02, - , 13 ,Jeju, - , 8 , 5 , - , - ,1.94,1507
2020-05-02, - , 117 ,Gyeongsangnam-do, - , 99 , 18 , - , - ,3.48,1506
2020-05-02, 52 ," 1,366 ",Gyeongsangbuk-do, - ," 1,154 ", 160 , - , - ,51.31,1505
2020-05-02, - , 15 ,Jeollanam-do, - , 12 , 3 , - , - ,0.8,1504
2020-05-02, - , 18 ,Jeollabuk-do, - , 12 , 6 , - , - ,0.99,1503
2020-05-02, - , 143 ,Chungcheongnam-do, - , 128 , 15 , - , - ,6.74,1502
2020-05-02, - , 45 ,Chungcheongbuk-do, - , 41 , 4 , - , - ,2.81,1501
2020-05-02, 2 , 53 ,Gangwon-do, - , 42 , 9 , - , - ,3.44,1500
2020-05-02, 16 , 678 ,Gyeonggi-do, - , 498 , 164 , - , - ,5.12,1499
2020-05-02, - , 46 ,Sejong, - , 41 , 5 , - , - ,13.44,1498
2020-05-02, 1 , 43 ,Ulsan, - , 37 , 5 , - , - ,3.75,1497
2020-05-02, - , 40 ,Daejeon, - , 36 , 4 , - , - ,2.71,1496
2020-05-02, - , 30 ,Gwangju, - , 28 , 2 , - , - ,2.06,1495
2020-05-02, - , 95 ,Incheon, 1 , 70 , 25 , - , 1 ,3.21,1494
2020-05-02, 174 ," 6,852 ",Daegu, - ," 6,155 ", 523 , - , - ,281.22,1493
2020-05-02, 3 , 138 ,Busan, 1 , 117 , 18 , - , 1 ,4.04,1492
2020-05-02, 2 , 635 ,Seoul, 1 , 463 , 170 , - , 1 ,6.52,1491
2020-05-02, 250 ," 10,780 ",Total, 6 ," 9,123 "," 1,407 ", - , 6 ,20.79,1490
2020-05-01, - , 450 ,Lazaretto, 4 , 174 , 276 , - , 4 ,-,1489
2020-05-01, - , 13 ,Jeju, - , 8 , 5 , - , - ,1.94,1488
2020-05-01, - , 117 ,Gyeongsangnam-do, - , 98 , 19 , - , - ,3.48,1487
2020-05-01, 52 ," 1,366 ",Gyeongsangbuk-do, 1 ," 1,149 ", 165 , 1 , - ,51.31,1486
2020-05-01, - , 15 ,Jeollanam-do, - , 12 , 3 , - , - ,0.8,1485
2020-05-01, - , 18 ,Jeollabuk-do, - , 12 , 6 , - , - ,0.99,1484
2020-05-01, - , 143 ,Chungcheongnam-do, - , 128 , 15 , - , - ,6.74,1483
2020-05-01, - , 45 ,Chungcheongbuk-do, - , 41 , 4 , - , - ,2.81,1482
2020-05-01, 2 , 53 ,Gangwon-do, - , 40 , 11 , - , - ,3.44,1481
2020-05-01, 16 , 678 ,Gyeonggi-do, 2 , 488 , 174 , - , 2 ,5.12,1480
2020-05-01, - , 46 ,Sejong, - , 39 , 7 , - , - ,13.44,1479
2020-05-01, 1 , 43 ,Ulsan, - , 37 , 5 , - , - ,3.75,1478
2020-05-01, - , 40 ,Daejeon, - , 35 , 5 , - , - ,2.71,1477
2020-05-01, - , 30 ,Gwangju, - , 27 , 3 , - , - ,2.06,1476
2020-05-01, - , 94 ,Incheon, 1 , 69 , 25 , - , 1 ,3.18,1475
2020-05-01, 172 ," 6,852 ",Daegu, - ," 6,144 ", 536 , - , - ,281.22,1474
2020-05-01, 3 , 137 ,Busan, - , 116 , 18 , - , - ,4.02,1473
2020-05-01, 2 , 634 ,Seoul, 1 , 455 , 117 , - , 1 ,6.51,1472
2020-05-01, 248 ," 10,774 ",Total, 9 ," 9,072 "," 1,454 ", 1 , 8 ,20.78,1471
2020-04-30, - , 446 ,Lazaretto, 4 , 173 , 273 , - , 4 ,-,1470
2020-04-30, - , 13 ,Jeju, - , 8 , 5 , - , - ,1.94,1469
2020-04-30, - , 117 ,Gyeongsangnam-do, - , 97 , 20 , - , - ,3.48,1468
2020-04-30, 52 ," 1,365 ",Gyeongsangbuk-do, - ," 1,147 ", 166 , - , - ,51.27,1467
2020-04-30, - , 15 ,Jeollanam-do, - , 11 , 4 , - , - ,0.8,1466
2020-04-30, - , 18 ,Jeollabuk-do, - , 11 , 7 , - , - ,0.99,1465
2020-04-30, - , 143 ,Chungcheongnam-do, - , 127 , 16 , - , - ,6.74,1464
2020-04-30, - , 45 ,Chungcheongbuk-do, - , 41 , 4 , - , - ,2.81,1463
2020-04-30, 2 , 53 ,Gangwon-do, - , 40 , 11 , - , - ,3.44,1462
2020-04-30, 15 , 676 ,Gyeonggi-do, - , 486 , 175 , - , - ,5.1,1461
2020-04-30, - , 46 ,Sejong, - , 38 , 8 , - , - ,13.44,1460
2020-04-30, 1 , 43 ,Ulsan, - , 37 , 5 , - , - ,3.75,1459
2020-04-30, - , 40 ,Daejeon, - , 35 , 5 , - , - ,2.71,1458
2020-04-30, - , 30 ,Gwangju, - , 27 , 3 , - , - ,2.06,1457
2020-04-30, - , 93 ,Incheon, - , 68 , 25 , - , - ,3.15,1456
2020-04-30, 172 ," 6,852 ",Daegu, - ," 6,144 ", 536 , - , - ,281.22,1455
2020-04-30, 3 , 137 ,Busan, - , 116 , 18 , - , - ,4.02,1454
2020-04-30, 2 , 633 ,Seoul, - , 453 , 178 , - , - ,6.5,1453
2020-04-30, 247 ," 10,765 ",Total, 4 ," 9,059 "," 1,459 ", - , 4 ,20.76,1452
2020-04-29, - , 442 ,Lazaretto, 3 , 155 , 287 , - , 3 ,-,1451
2020-04-29, - , 13 ,Jeju, - , 8 , 5 , - , - ,1.94,1450
2020-04-29, - , 117 ,Gyeongsangnam-do, - , 97 , 20 , - , - ,3.48,1449
2020-04-29, 52 ," 1,365 ",Gyeongsangbuk-do, - ," 1,133 ", 180 , - , - ,51.27,1448
2020-04-29, - , 15 ,Jeollanam-do, - , 10 , 5 , - , - ,0.8,1447
2020-04-29, - , 18 ,Jeollabuk-do, - , 10 , 8 , - , - ,0.99,1446
2020-04-29, - , 143 ,Chungcheongnam-do, 1 , 123 , 20 , - , 1 ,6.74,1445
2020-04-29, - , 45 ,Chungcheongbuk-do, - , 40 , 5 , - , - ,2.81,1444
2020-04-29, 2 , 53 ,Gangwon-do, - , 37 , 14 , - , - ,3.44,1443
2020-04-29, 15 , 676 ,Gyeonggi-do, 2 , 481 , 180 , 1 , 1 ,5.1,1442
2020-04-29, - , 46 ,Sejong, - , 36 , 10 , - , - ,13.44,1441
2020-04-29, 1 , 43 ,Ulsan, - , 37 , 5 , - , - ,3.75,1440
2020-04-29, - , 40 ,Daejeon, - , 35 , 5 , - , - ,2.71,1439
2020-04-29, - , 30 ,Gwangju, - , 26 , 4 , - , - ,2.06,1438
2020-04-29, - , 93 ,Incheon, - , 66 , 27 , - , - ,3.15,1437
2020-04-29, 171 ," 6,852 ",Daegu, 3 ," 6,075 ", 606 , 3 , - ,281.22,1436
2020-04-29, 3 , 137 ,Busan, - , 116 , 18 , - , - ,4.02,1435
2020-04-29, 2 , 633 ,Seoul, - , 437 , 194 , - , - ,6.5,1434
2020-04-29, 246 ," 10,761 ",Total, 9 ," 8,922 "," 1,593 ", 4 , 5 ,20.76,1433
2020-04-28, - , 439 ,Lazaretto, 3 , 143 , 296 , - , 3 ,-,1432
2020-04-28, - , 13 ,Jeju, - , 7 , 6 , - , - ,1.94,1431
2020-04-28, - , 117 ,Gyeongsangnam-do, - , 97 , 20 , - , - ,3.48,1430
2020-04-28, 52 ," 1,365 ",Gyeongsangbuk-do, 1 ," 1,119 ", 194 , 1 , - ,51.27,1429
2020-04-28, - , 15 ,Jeollanam-do, - , 10 , 5 , - , - ,0.8,1428
2020-04-28, - , 18 ,Jeollabuk-do, - , 10 , 8 , - , - ,0.99,1427
2020-04-28, - , 142 ,Chungcheongnam-do, - , 123 , 19 , - , - ,6.69,1426
